ID_Intervention,Date,ID_Machine,Type_Panne,Duree_Arret_h,Technicien,Pieces_Changees
INT-03667,2024-10-26,CNC-008,Défaut Lubrification,24.0.25,Sophie Bernard,Relais temporisé
INT-03668,2024-07-06,CNC-003,Panne Mécanique,25.25,Sophie Bernard,Filtre hydraulique HF35
INT-03669,2024-12-01,CNC-003,Vibrations Anormales,33.00,Celine Lefebvre,"Variateur ATV320, Relais temporisé, Electrovanne 5/2"
INT-03670,2024-08-19,MOT-004,Surchauffe,9.25,Pierre Rodriguez,"Variateur ATV320, Roulement SKF 6205, Relais temporisé"
INT-03671,2024-05-04,CMP-001,Défaut Capteur,42.75,Thomas Laurent,
INT-03672,2024-12-25,CVY-006,Usure Normale,1.50,Martin Dupont,"Relais temporisé, Variateur ATV320"
INT-03673,2024-10-05,CVY-002,Panne Électrique,13.25,N.Michel,Fusible 10A
INT-03674,2024-10-19,PMP-003,Panne Hydraulique,2 heures 45 min,Isabelle Garcia,Fusible 10A
INT-03675,2024-03-15,CNC-005,Panne Électrique,5.00,Sophie Bernard,"Courroie HTD 800-8M, Fusible 10A"
INT-03676,2024-11-20,CVY-002,Panne Mécanique,15.25,Sophie Bernard,
INT-03677,2024-03-20,MOT-006,Panne Pneumatique,6.25,Sophie Bernard,"Vérin pneumatique ISO 6432, Roulement SKF 6205"
INT-03678,2024-06-17,CVY-004,Panne Mécanique,12.00,Marie Simon,"Huile ISO VG 68, Joint torique NBR 40x3"
INT-03679,2024-06-16,PMP-008,Défaut Capteur,6.00,Julie Moreau,Joint torique NBR 40x3
INT-03680,2024-03-20,MOT-007,Fuite,12.25,Isabelle Garcia,-
INT-03681,2024-03-11,CNC-001,Panne Mecanique,30 heures 15 min,Martin Dupont,"Variateur ATV320, Relais temporisé, Contacteur LC1D09"
INT-03682,2024-12-16,MOT-006,Def. Lubrification,27.25,Sophie Bernard,Roulement SKF 6205
INT-03683,2024-12-15,CNC-002,Défaut Capteur,31.75,Isabelle Garcia,Variateur ATV320
INT-03684,2024-11-25,PMP-008,Surchauffe,0.00,Sophie Bernard,"Variateur ATV320, Câble 3G2.5, Capteur inductif M12"
INT-03685,2024-07-22,PMP-009,Panne Mécanique,19.50,Marie Simon,Relais temporisé
INT-03686,2024-04-29,MOT-003,Surchauffe,35.50,Thomas Laurent,Fusible 10A
INT-03687,2024-08-23,CMP-002,Panne Mécanique,22.75,Alexandre Petit,
INT-03688,2024-12-17,MOT-006,PANNE HYDRAULIQUE,11.50,Isabelle Garcia,
INT-03689,2024-05-01,CVY-010,Panne Mécanique,23.25,Marie Simon,
INT-03690,2024-03-04,CVY-010,Panne Hydraulique,1:00,Sophie Bernard,Electrovanne 5/2
INT-03691,2024-03-02,MOT-005,Surchauffe,26.50,Pierre Rodriguez,
INT-03692,2024-03-16,CMP-007,Vibrations Anormales,23.75,Julie Moreau,"Relais temporisé, Electrovanne 5/2"
INT-03693,16.11.2024,CVY-004,Usure Normale,18.25,Céline Lefebvre,"Relais temporisé, Capteur inductif M12"
INT-03694,2024-09-22,CMP-007,Surchauffe,16.00,Céline Lefebvre,Electrovanne 5/2
INT-03695,2024-09-28,CMP-003,Panne Hydraulique,9.50,Isabelle Garcia,-
INT-03696,2024-04-22,CMP-008,Défaut Lubrification,5.25,Alexandre Petit,Câble 3G2.5
INT-03697,2024-05-13,CMP-002,Défaut Lubrification,12.00,Isabelle Garcia,"Electrovanne 5/2, Filtre hydraulique HF35"
INT-03698,2024-02-04,PMP-001,Défaut Lubrification,42.25,Julie Moreau,Disjoncteur C16
INT-03699,2024-01-09,CVY-007,Panne Pneumatique,23.75,Martin Dupont,
INT-03700,2024-04-29,CMP-004,Panne Électrique,5.25,Martin Dupont,Graisse lithium NLGI 2
INT-03701,2024-07-30,CNC-005,Panne Hydraulique,47.75,Julie Moreau,Electrovanne 5/2
INT-03702,2024-09-21,CVY-009,Défaut Capteur,34.75,Thomas Laurent,Joint torique NBR 40x3
INT-03703,2024-03-14,MOT-002,Panne Pneumatique,44.00,Nicolas Michel,
INT-03704,2024-04-23,CVY-003,Panne Mécanique,2.00,Alexandre Petit,"Courroie HTD 800-8M, Relais temporisé"
INT-03705,2024-04-29,CNC-001,Usure Normale,19.25,Sophie Bernard,Electrovanne 5/2
INT-03706,2024-08-24,CVY-006,Panne Électrique,4.50,Isabelle Garcia,
INT-03707,2024-07-03,CNC-004,panne pneumatique,21.00,Thomas Laurent,"Câble 3G2.5, Fusible 10A"
INT-03708,2024-03-16,CVY-001,Défaut Lubrification,12.25,Thomas Laurent,Disjoncteur C16
INT-03709,2024-12-22,MOT-004,Défaut Lubrification,42 heures 45 min,Pierre Rodriguez,Variateur ATV320; Contacteur LC1D09
INT-03710,2024-03-29,CMP-005,Vibrations Anormales,35.75,A. PETIT,"Relais temporisé, Contacteur LC1D09"
INT-03711,2024-05-19,CVY-001,Fuite,22.00,Thomas Laurent,"Variateur ATV320, Capteur inductif M12"
INT-03712,2024-12-01,CNC-006,Défaut Lubrification,17.75,Marie SIMON,"Relais temporisé, Fusible 10A"
INT-03713,2024-09-05,MOT-008,Panne Pneumatique,15.75,Marie Simon,Disjoncteur C16
INT-03714,2024-11-26,CNC-004,Surchauffe,36.25,Sophie Bernard,Variateur ATV320
INT-03715,2024-09-12,CVY-004,Panne Électrique,48.75,Alexandre Petit,"Joint torique NBR 40x3, Capteur inductif M12"
INT-03716,2024-05-06,MOT-004,Panne Électrique,39.50,Isabelle Garcia,Vérin pneumatique ISO 6432
INT-03717,2024-04-26,CVY-005,Panne Électrique,16.25,Isabelle Garcia,
INT-03718,2024-12-10,CMP-007,Usure Normale,13.25,Isabelle Garcia,Courroie HTD 800-8M
INT-03719,2024-02-24,MOT-009,Défaut Capteur,16.0.25,RODRIGUEZ,"Graisse lithium NLGI 2, Câble 3G2.5, Disjoncteur C16"
INT-03720,2024-12-10,CMP-001,Vibrations Anormales,6.50,RODRIGUEZ,
INT-03721,2024-05-25,CMP-009,Fuite,40.00,Sophie Bernard,Vérin pneumatique ISO 6432
INT-03722,2024-01-09,CMP-009,Défaut Capteur,25.50,Alexandre Petit,"Filtre hydraulique HF35, Relais temporisé, Courroie HTD 800-8M"
INT-03723,2024-11-04,CVY-010,Défaut Lubrification,13.50,Pierre Rodriguez,Electrovanne 5/2
INT-03724,2024-08-04,PMP-003,Surchauffe,46.75,Marie Simon,N/A
INT-03725,2024-06-12,CNC-003,Défaut Capteur,41.50,Julie Moreau,Fusible 10A
INT-03726,2024-10-19,CVY-005,Panne Mécanique,9.00,Alexandre Petit,
INT-03727,2024-03-12,MOT-003,Usure Normale,27.50,Céline Lefebvre,"Filtre hydraulique HF35, Graisse lithium NLGI 2"
INT-03728,2024-05-30,CMP-008,Vibrations Anormales,15.50,Martin Dupont,Huile ISO VG 68
INT-03729,2024-04-30,MOT-005,Surchauffe,1h15,Marie SIMON,Huile ISO VG 68
INT-03730,2024-04-28,CVY-008,Panne Electrique,3.00,RODRIGUEZ,"Graisse lithium NLGI 2, Huile ISO VG 68, Vérin pneumatique ISO 6432"
INT-03731,2024-02-21,CNC-009,Fuite,43h15,Sophie Bernard,Câble 3G2.5
INT-03732,2024-06-05,CMP-008,Fuite,5.50,Marie Simon,"Vérin pneumatique ISO 6432, Joint torique NBR 40x3"
INT-03733,2024-10-25,PMP-008,Défaut Capteur,0:15,Sophie Bernard,Câble 3G2.5
INT-03734,2024-09-24,CVY-002,Défaut Capteur,23:45,M. Dupont,Fusible 10A
INT-03735,2024-03-02,CMP-006,Panne Électrique,26.00,Marie Simon,"Graisse lithium NLGI 2, Joint torique NBR 40x3"
INT-03736,2024-09-18,CVY-002,Panne Électrique,12.00,Pierre Rodriguez,Courroie HTD 800-8M
INT-03737,2024-08-08,CVY-005,Panne Hydraulique,37.00,Pierre Rodriguez,Relais temporisé
INT-03738,2024-03-29,PMP-009,Défaut Lubrification,31.50,Marie Simon,
INT-03739,2024-01-30,PMP-007,Panne Pneumatique,7.0.50,Nicolas Michel,
INT-03740,2024-04-30,CVY-007,Usure normale,3.00,Isabelle Garcia,Roulement SKF 6205
INT-03741,19.10.2024,CNC-005,Fuite,16.75,Julie Moreau,Variateur ATV320
INT-03742,2024-05-06,CNC-004,Panne Pneumatique,12.00,Marie Simon,Variateur ATV320
INT-03743,2024-12-29,CVY-006,Panne Hydraulique,14.75,Thomas Laurent,Variateur ATV320
INT-03744,24/02/2024,MOT-007,Fuites,19.50,Céline Lefebvre,Relais temporisé
INT-03745,2024-12-02,MOT-005,Défaut Capteur,23.00,Pierre Rodriguez,Capteur inductif M12
INT-03746,2024-08-16,MOT-001,Défaut Capteur,8.00,Julie Moreau,Filtre hydraulique HF35
INT-03747,2024-12-15,CMP-006,Surchauffe,4.00,Celine Lefebvre,"Fusible 10A, Joint torique NBR 40x3"
INT-03748,2024-09-18,CVY-010,Fuite,46.00,Alexandre Petit,"Electrovanne 5/2, Capteur inductif M12"
INT-03749,2024-03-04,MOT-009,Usure Normale,29.00,Pierre Rodriguez,N/A
INT-03750,2024-06-24,PMP-007,Panne Mécanique,12.75,M. Dupont,Variateur ATV320
INT-03751,01-11-2024,CMP-008,Fuites,1.75,Thomas Laurent,"Capteur inductif M12, Variateur ATV320"
INT-03752,15-04-2024,PMP-009,Défaut Capteur,19.00,Nicolas Michel,Aucune
INT-03753,2024-05-09,PMP-005,Défaut capteur,27.50,Isabelle Garcia,Contacteur LC1D09
INT-03754,2024-11-06,CMP-005,Fuite,8:30,Julie Moreau,"Joint torique NBR 40x3, Variateur ATV320"
INT-03755,2024-01-15,CMP-006,Panne Pneumatique,26h15,Alexandre Petit,Electrovanne 5/2
INT-03756,2024-11-08,CNC-005,Vibrations Anormales,15.75,Celine Lefebvre,Contacteur LC1D09
INT-03757,2024-06-01,MOT-004,Panne Électrique,11.75,Marie Simon,Relais temporisé
INT-03758,2024-02-17,CNC-008,Panne Mecanique,45.00,Martin Dupont,Filtre hydraulique HF35
INT-03759,2024-05-19,CNC-002,Défaut Lubrification,9.25,Nicolas Michel,"Filtre hydraulique HF35, Electrovanne 5/2"
INT-03760,2024-09-04,CVY-010,Surchauffe,26.50,Pierre Rodriguez,Courroie HTD 800-8M / Relais temporisé
INT-03761,2024-04-05,MOT-004,Usure Normale,2.25,Martin Dupont,
INT-03762,2024-07-13,CNC-009,Fuite,31.75,RODRIGUEZ,"Câble 3G2.5, Disjoncteur C16"
INT-03763,2024-08-16,PMP-008,Panne Pneumatique,13.00,Julie Moreau,"Variateur ATV320, Fusible 10A"
INT-03764,2024-08-14,MOT-005,Panne Mécanique,48.25,I. Garcia,Roulement SKF 6205
INT-03765,2024-06-28,CMP-010,Usure Normale,15.00,Nicolas Michel,Capteur inductif M12
INT-03766,2024-10-13,PMP-002,Fuite,2.25,Pierre Rodriguez,"Courroie HTD 800-8M, Joint torique NBR 40x3"
INT-03767,2024-12-22,CNC-003,Défaut Capteur,20h15,Sophie Bernard,"Huile ISO VG 68, Disjoncteur C16"
INT-03768,2024-06-30,CVY-003,Défaut Lubrification,43.75,Marie Simon,Huile ISO VG 68
INT-03769,2024-02-11,MOT-010,Défaut Capteur,40.75,Sophie Bernard,Capteur inductif M12
INT-03770,2024-11-07,MOT-003,Défaut Capteur,26.50,Pierre Rodriguez,
INT-03771,2024-03-24,PMP-008,Panne Mécanique,4.75,Martin Dupont,"Vérin pneumatique ISO 6432, Electrovanne 5/2"
INT-03772,2024-03-23,CNC-007,Usure Normale,2.75,Martin Dupont,"Filtre hydraulique HF35, Joint torique NBR 40x3"
INT-03773,2024-04-10,CNC-002,Défaut Capteur,7.00,Pierre Rodriguez,Contacteur LC1D09
INT-03774,2024-08-06,CNC-005,Panne Pneumatique,36.25,Nicolas Michel,"Roulement SKF 6205, Courroie HTD 800-8M"
INT-03775,2024-09-01,PMP-006,Panne Mécanique,9.25,Julie Moreau,Courroie HTD 800-8M
INT-03776,2024-07-04,CVY-003,Vibrations Anormales,44.75,Pierre Rodriguez,
INT-03777,2024-10-18,CMP-001,Panne Électrique,47.25,Céline Lefebvre,"Huile ISO VG 68, Fusible 10A"
INT-03778,2024-06-15,CVY-009,Défaut Capteur,28.50,Sophie Bernard,"Vérin pneumatique ISO 6432, Filtre hydraulique HF35"
INT-03779,2024-03-30,PMP-007,Surchauffe,45.50,S.Bernard,Fusible 10A
INT-03780,2024-07-31,PMP-007,Vibrations Anormales,12.75,Pierre Rodriguez,
INT-03781,2024-07-07,MOT-010,Usure Normale,14.25,Pierre Rodriguez,Contacteur LC1D09
INT-03782,2024-04-23,CVY-007,Surchauffe,6.0.25,Nicolas Michel,"Câble 3G2.5, Filtre hydraulique HF35, Vérin pneumatique ISO 6432"
INT-03783,10-11-2024,MOT-002,Fuites,38.00,S.Bernard,Huile ISO VG 68
INT-03784,2024-05-18,CVY-010,Défaut Lubrification,39.25,S.Bernard,N/A
INT-03785,2024-11-10,PMP-005,Panne Electrique,5.25,Martin Dupont,Graisse lithium NLGI 2
INT-03786,20-03-2024,MOT-010,Fuite,28.75,A. PETIT,Variateur ATV320
INT-03787,2024-10-27,CVY-002,Surchauffe,26.00,I. Garcia,Disjoncteur C16
INT-03788,2024-10-16,CVY-007,Panne Électrique,37.75,Alexandre Petit,Electrovanne 5/2
INT-03789,2024-02-09,MOT-001,Vibrations Anormales,27.8,Julie Moreau,Vérin pneumatique ISO 6432
INT-03790,2024-05-31,PMP-002,Vibration Anormale,36.75,Céline Lefebvre,Aucune
INT-03791,2024-08-13,CNC-006,PANNE HYDRAULIQUE,1.25,Julie Moreau,
INT-03792,2024-02-13,PMP-001,Usure Normale,27.75,Sophie Bernard,"Courroie HTD 800-8M, Electrovanne 5/2"
INT-03793,2024-01-27,CVY-004,Usure Normale,36.25,Céline Lefebvre,"Huile ISO VG 68, Contacteur LC1D09"
INT-03794,2024-06-03,PMP-006,Surchauffe,20.75,Marie Simon,"Filtre hydraulique HF35, Graisse lithium NLGI 2"
INT-03795,2024-09-22,CNC-002,Panne Électrique,21.00,Céline Lefebvre,Joint torique NBR 40x3
INT-03796,2024-07-01,CVY-002,Fuite,13.25,Julie Moreau,"Roulement SKF 6205, Capteur inductif M12"
INT-03797,2024-11-01,CVY-006,Usure Normale,32.00,Nicolas Michel,Huile ISO VG 68
INT-03798,2024-07-12,CVY-010,Vibrations Anormales,22.00,Julie Moreau,Joint torique NBR 40x3
INT-03799,2024-04-09,CNC-008,Fuite,12:45,S.Bernard,Roulement SKF 6205
INT-03800,2024-02-21,CNC-007,Panne Électrique,39.75,Sophie Bernard,Roulement SKF 6205
INT-03801,2024-11-13,CNC-004,Défaut Capteur,47.50,Pierre Rodriguez,Vérin pneumatique ISO 6432
INT-03802,2024-01-25,CMP-004,Défaut Capteur,9.50,A. PETIT,Capteur inductif M12
INT-03803,2024-08-11,CMP-010,Panne Hydraulique,35.50,Marie Simon,N/A
INT-03804,2024-12-10,CNC-010,Surchauffe,15.75,Thomas Laurent,Fusible 10A
INT-03805,2024-03-04,CVY-008,Surchauffe,47.00,Sophie Bernard,"Fusible 10A, Disjoncteur C16"
INT-03806,2024-03-11,CVY-003,Usure Normale,43.00,N.Michel,Joint torique NBR 40x3
INT-03807,2024-07-07,CNC-004,Panne Électrique,17.00,Thomas Laurent,
INT-03808,2024-11-24,CMP-004,Vibrations Anormales,24.50,Julie Moreau,Huile ISO VG 68
INT-03809,2024-10-11,MOT-009,Surchauffe,7.75,I. Garcia,Joint torique NBR 40x3
INT-03810,2024-01-21,CVY-007,Défaut Lubrification,28.00,Marie Simon,-
INT-03811,2024-11-24,PMP-008,Panne Hydraulique,15.50,S.Bernard,Vérin pneumatique ISO 6432
INT-03812,2024-06-23,MOT-003,,43.25,Pierre Rodriguez,Joint torique NBR 40x3
INT-03813,2024-03-13,CNC-009,Panne Mécanique,46.00,Pierre Rodriguez,Relais temporisé
INT-03814,2024-11-25,CMP-003,Panne Mécanique,14.0.50,Alexandre Petit,"Huile ISO VG 68, Fusible 10A"
INT-03815,2024-01-02,PMP-010,Défaut Capteur,29.00,I. Garcia,"Joint torique NBR 40x3, Courroie HTD 800-8M"
INT-03816,2024-08-25,MOT-004,Défaut Capteur,4.75,Thomas Laurent,Capteur inductif M12
INT-03817,2024-12-29,MOT-009,Usure Normale,31.50,Marie Simon,"Contacteur LC1D09, Graisse lithium NLGI 2, Disjoncteur C16"
INT-03818,2024-12-11,PMP-010,Panne Mécanique,22.25,Julie Moreau,"Relais temporisé, Disjoncteur C16"
INT-03819,2024-06-22,CNC-010,Défaut Capteur,38.75,Nicolas Michel,Fusible 10A
INT-03820,2024-07-24,CMP-008,Usure Normale,48.00,Céline Lefebvre,Câble 3G2.5
INT-03821,2024-12-29,PMP-008,Panne Mécanique,46.75,Julie Moreau,Vérin pneumatique ISO 6432
INT-03822,2024-05-26,PMP-009,Panne Électrique,32.50,Thomas Laurent,"Câble 3G2.5, Vérin pneumatique ISO 6432"
INT-03823,2024-05-04,MOT-005,Panne Hydraulique,38.50,Martin Dupont,"Contacteur LC1D09, Capteur inductif M12"
INT-03824,2024-10-20,MOT-004,Panne Hydraulique,14.00,Martin Dupont,Huile ISO VG 68
INT-03825,2024-02-01,PMP-009,Panne Pneumatique,46.75,Thomas Laurent,Huile ISO VG 68
INT-03826,2024-01-20,MOT-009,Panne Hydraulique,45.50,S.Bernard,"Variateur ATV320, Huile ISO VG 68"
INT-03827,2024-12-09,MOT-005,Surchauffe,6.75,Julie Moreau,Courroie HTD 800-8M
INT-03828,2024-04-06,CVY-003,Vibrations Anormales,13.75,Thomas Laurent,"Disjoncteur C16, Vérin pneumatique ISO 6432"
INT-03829,2024-10-12,CVY-007,Défaut Capteur,45.25,Thomas Laurent,Fusible 10A
INT-03830,2024-12-30,PMP-002,Vibrations Anormales,6.75,Isabelle Garcia,Contacteur LC1D09
INT-03831,2024-02-10,PMP-006,Panne Mécanique,38.75,Isabelle Garcia,Disjoncteur C16
INT-03832,2024-07-21,CMP-006,Panne Pneumatique,33.00,Alexandre Petit,"Roulement SKF 6205, Huile ISO VG 68"
INT-03833,2024-08-21,CVY-005,Défaut Lubrification,22.25,Pierre Rodriguez,Graisse lithium NLGI 2
INT-03834,2024-03-20,MOT-001,Défaut Lubrification,19.00,Martin Dupont,Graisse lithium NLGI 2
INT-03835,2024-09-28,CNC-010,Usure Normale,46.00,Marie Simon,N/A
INT-03836,2024-08-14,CVY-001,Panne Mécanique,8.75,Isabelle Garcia,Joint torique NBR 40x3
INT-03837,2024-11-05,CNC-009,Panne Pneumatique,15.25,Céline Lefebvre,"Variateur ATV320, Courroie HTD 800-8M"
INT-03838,2024-01-24,PMP-007,Défaut Lubrification,22.00,Thomas Laurent,Capteur inductif M12
INT-03839,2024-02-27,CNC-003,Surchauffe,1.50,Nicolas Michel,Variateur ATV320
INT-03840,2024-11-04,PMP-007,Défaut Capteur,0.00,Sophie Bernard,
INT-03841,2024-06-25,CMP-006,Panne Pneumatique,22.75,Isabelle Garcia,N/A
INT-03842,2024-03-04,CNC-006,Fuite,14 heures 0 min,Martin Dupont,Contacteur LC1D09
INT-03843,05.08.2024,PMP-003,Panne Mécanique,28.75,Martin Dupont,Capteur inductif M12
INT-03844,2024-06-18,CNC-007,Panne Pneumatique,45.75,Thomas Laurent,Graisse lithium NLGI 2
INT-03845,2024-04-11,PMP-001,Fuite,43.75,Pierre Rodriguez,Electrovanne 5/2
INT-03846,2024-09-11,PMP-007,Défaut Lubrification,37.25,Alexandre Petit,Capteur inductif M12
INT-03847,2024-09-06,MOT-009,panne pneumatique,13.00,Pierre Rodriguez,Vérin pneumatique ISO 6432
INT-03848,01/07/2024,PMP-005,Panne Hydraulique,27.00,Julie Moreau,
INT-03849,2024-01-27,PMP-006,Panne Électrique,17.00,A. PETIT,Disjoncteur C16
INT-03850,2024-09-07,CNC-009,surchauffe,15:45,Marie SIMON,Câble 3G2.5
INT-03851,2024-04-26,MOT-002,Panne Pneumatique,40.25,Nicolas Michel,Huile ISO VG 68
INT-03852,2024-04-27,CNC-003,Vibrations Anormales,3.75,Martin Dupont,Roulement SKF 6205
INT-03853,2024-06-05,CVY-004,Usure Normale,10.25,Nicolas Michel,"Huile ISO VG 68, Disjoncteur C16, Vérin pneumatique ISO 6432"
INT-03854,2024-02-10,CNC-007,Défaut Lubrification,32 heures 15 min,Céline Lefebvre,Joint torique NBR 40x3
INT-03855,2024-11-25,CNC-005,Surchauffe,9.25,Isabelle Garcia,N/A
INT-03856,05/01/2024,MOT-010,Fuite,2.00,Marie SIMON,Variateur ATV320
INT-03857,2024-05-10,CNC-004,Panne Pneumatique,36.50,Sophie Bernard,"Contacteur LC1D09, Courroie HTD 800-8M"
INT-03858,2024-10-05,CNC-001,Panne Pneumatique,47.50,Martin Dupont,Filtre hydraulique HF35
INT-03859,2024-02-09,CNC-003,Défaut Capteur,0.25,Celine Lefebvre,Câble 3G2.5
INT-03860,2024-11-18,MOT-004,Panne Electrique,35.25,Céline Lefebvre,Joint torique NBR 40x3
INT-03861,2024-09-15,PMP-007,Défaut Lubrification,38.75,Nicolas Michel,Joint torique NBR 40x3
INT-03862,2024-07-31,CMP-010,Panne Électrique,48.00,Julie Moreau,Joint torique NBR 40x3
INT-03863,2024-02-24,PMP-010,Panne Mécanique,40.75,Alexandre Petit,Capteur inductif M12
INT-03864,2024-11-04,MOT-009,Panne Électrique,40.00,Isabelle Garcia,"Joint torique NBR 40x3, Electrovanne 5/2"
INT-03865,2024-12-29,CMP-005,Vibrations Anormales,43.25,Nicolas Michel,Disjoncteur C16
INT-03866,2024-05-01,CNC-008,Défaut Capteur,15.75,N.Michel,Contacteur LC1D09
INT-03867,2024-08-26,CMP-001,Panne Mécanique,32.25,Martin Dupont,"Relais temporisé, Disjoncteur C16"
INT-03868,2024-04-17,CMP-009,Défaut Capteur,32.75,Isabelle Garcia,"Câble 3G2.5, Variateur ATV320"
INT-03869,2024-03-05,MOT-009,Surchauffe,28.25,Thomas Laurent,Huile ISO VG 68
INT-03870,2024-06-16,CNC-008,Usure Normale,39.00,Thomas Laurent,Electrovanne 5/2
INT-03871,2024-07-05,CMP-004,Usure Normale,33.00,Julie Moreau,
INT-03872,2024-01-10,CVY-004,Défaut Capteur,39.50,Julie Moreau,Graisse lithium NLGI 2
INT-03873,2024-12-02,CMP-004,Défaut Capteur,47.00,Nicolas Michel,"Graisse lithium NLGI 2, Fusible 10A"
INT-03874,2024-09-13,PMP-001,Panne Mécanique,20h45,Nicolas Michel,Graisse lithium NLGI 2
INT-03875,2024-04-12,CVY-002,Fuite,5.00,Thomas Laurent,Capteur inductif M12
INT-03876,2024-04-23,CMP-002,Fuite,44.75,Marie Simon,Electrovanne 5/2
INT-03877,2024-06-24,CVY-004,Panne Électrique,21.00,S.Bernard,"Joint torique NBR 40x3, Electrovanne 5/2"
INT-03878,2024-12-17,MOT-010,Vibrations Anormales,5.50,Marie Simon,"Courroie HTD 800-8M, Contacteur LC1D09, Joint torique NBR 40x3"
INT-03879,2024-07-29,CVY-009,Panne Mecanique,27.00,Marie Simon,Contacteur LC1D09
INT-03880,2024-07-05,CNC-007,Fuite,41.00,Nicolas Michel,
INT-03881,2024-06-23,CNC-001,Fuite,41.25,Celine Lefebvre,
INT-03882,2024-02-17,PMP-008,Défaut Lubrification,26.75,Isabelle Garcia,
INT-03883,2024-11-26,CVY-008,Panne Mecanique,9.00,Sophie Bernard,Fusible 10A
INT-03884,2024-08-03,CMP-010,Panne Pneumatique,32.00,Céline Lefebvre,Roulement SKF 6205
INT-03885,2024-03-02,CVY-006,Vibrations Anormales,46.25,Isabelle Garcia,Courroie HTD 800-8M
INT-03886,2024-10-15,CMP-006,Usure Normale,5.25,Marie Simon,"Courroie HTD 800-8M, Electrovanne 5/2"
INT-03887,2024-05-18,CNC-003,Surchauffe,38.25,Thomas Laurent,
INT-03888,2024-10-14,CVY-005,Fuite,18.00,Alexandre Petit,Variateur ATV320
INT-03889,2024-05-11,PMP-010,Surchauffe,0.25,Julie Moreau,Vérin pneumatique ISO 6432
INT-03890,2024-02-20,CMP-007,Usure Normale,14.25,Pierre Rodriguez,"Filtre hydraulique HF35, Electrovanne 5/2"
INT-03891,2024-06-07,CNC-008,Défaut Capteur,16.25,Alexandre Petit,Aucune
INT-03892,2024-04-07,CNC-004,Usure Normale,27 heures 30 min,Alexandre Petit,"Contacteur LC1D09, Huile ISO VG 68"
INT-03893,2024-03-11,MOT-008,Défaut Capteur,15.00,Thomas Laurent,Aucune
INT-03894,2024-02-27,CNC-004,Défaut Lubrification,35.25,Nicolas Michel,"Courroie HTD 800-8M, Filtre hydraulique HF35"
INT-03895,2024-06-29,CMP-004,Défaut Lubrification,27.50,Marie Simon,Câble 3G2.5
INT-03896,2024-12-07,CNC-004,Panne Hydraulique,38.75,Martin Dupont,"Capteur inductif M12, Joint torique NBR 40x3, Relais temporisé"
INT-03897,2024-06-21,CVY-009,panne pneumatique,10 heures 45 min,Alexandre Petit,Electrovanne 5/2
INT-03898,2024-05-30,CNC-002,,16.75,Martin Dupont,Courroie HTD 800-8M
INT-03899,2024-04-17,MOT-003,Défaut Lubrification,5.00,Nicolas Michel,"Filtre hydraulique HF35, Joint torique NBR 40x3"
INT-03900,2024-11-05,CMP-005,Défaut Capteur,45.00,Marie Simon,"Câble 3G2.5, Electrovanne 5/2"
INT-03901,2024-06-19,CVY-010,Usure Normale,42.75,Julie Moreau,"Contacteur LC1D09, Capteur inductif M12"
INT-03902,2024-11-12,CMP-005,Panne Mécanique,38.00,Nicolas Michel,Aucune
INT-03903,2024-05-31,CNC-008,Défaut Capteur,3.25,Sophie Bernard,"Huile ISO VG 68, Capteur inductif M12"
INT-03904,09.12.2024,CVY-010,Panne Hydraulique,3.00,Julie Moreau,Contacteur LC1D09
INT-03905,2024-11-08,CVY-004,Usure Normale,25.00,Martin Dupont,"Câble 3G2.5, Courroie HTD 800-8M"
INT-03906,2024-08-02,PMP-001,Défaut Lubrification,46.50,Celine Lefebvre,"Huile ISO VG 68, Courroie HTD 800-8M, Filtre hydraulique HF35"
INT-03907,2024-10-04,CNC-004,Défaut Lubrification,21.00,Pierre Rodriguez,"Relais temporisé, Courroie HTD 800-8M"
INT-03908,2024-02-01,CVY-009,Surchauffe,41.50,Martin Dupont,"Graisse lithium NLGI 2, Capteur inductif M12, Electrovanne 5/2"
INT-03909,2024-10-25,CVY-003,Panne Électrique,45.75,N.Michel,Electrovanne 5/2
INT-03910,2024-03-29,CNC-007,Def. Lubrification,38.50,Pierre Rodriguez,"Filtre hydraulique HF35, Electrovanne 5/2, Variateur ATV320"
INT-03911,2024-06-29,MOT-006,Usure normale,7.25,Isabelle Garcia,Joint torique NBR 40x3
INT-03912,2024-03-03,CMP-003,Panne Hydraulique,11.75,Thomas Laurent,N/A
INT-03913,2024-01-18,MOT-003,Panne Electrique,23.75,Nicolas Michel,Disjoncteur C16
INT-03914,2024-09-16,PMP-002,Panne Hydraulique,32.0.25,Pierre Rodriguez,Contacteur LC1D09
INT-03915,2024-07-31,CMP-003,Usure Normale,11.00,Céline Lefebvre,Aucune
INT-03916,2024-12-11,CVY-006,Usure Normale,35:15,Thomas Laurent,Roulement SKF 6205
INT-03917,2024-12-12,CVY-004,Usure Normale,0.25,Sophie Bernard,Contacteur LC1D09
INT-03918,2024-05-26,CNC-009,Fuite,31.50,Sophie Bernard,"Contacteur LC1D09, Fusible 10A, Huile ISO VG 68"
INT-03919,2024-11-27,CMP-008,Vibrations Anormales,13.00,Sophie Bernard,Contacteur LC1D09
INT-03920,04.06.2024,MOT-003,Def. Lubrification,1.25,Julie Moreau,"Joint torique NBR 40x3, Fusible 10A, Courroie HTD 800-8M"
